symbol_rank,symbol,symbol_frequency,arxiv_id,categories,text_source,matched_text,usage_context,extraction_rule,concept_IRI,canonical_label,domain_tags,source_provenance,source_status,start_char,end_char
17,\frac,32,2606.19250v1,math.AP,title_abstract,\frac,"This system couples a Schrödinger field $u$ with a Benjamin-Ono type field $v$, including a term of the form $\partial_{x}(v^2)$. This latter term, just as in the case of the Benjamin-Ono equation, causes the system to become quasilinear and unsolvable via Picard iteration. We prove that eSBO is locally well-posed in $H^{s+\frac 12}(\mathbb{R})\times H^{s}(\mathbb{R})$ for any $s\geq 0$. In particular, this result covers the energy space at $s=\frac 12$, yielding global well-posedness in $H^{1}(\mathbb{R})\times H^{\frac 12}(\mathbb{R})$ with a small $L^2$-assumption on the Schrödinger part of the initial data.",spaCy MathEntRuler entity,http://example.org/mathkg/Division,Division,general-mathematics,https://arxiv.org/pdf/2606.19250v1,metadata_abstract,516,521
47,\times,15,2606.19250v1,math.AP,title_abstract,\times,"This system couples a Schrödinger field $u$ with a Benjamin-Ono type field $v$, including a term of the form $\partial_{x}(v^2)$. This latter term, just as in the case of the Benjamin-Ono equation, causes the system to become quasilinear and unsolvable via Picard iteration. We prove that eSBO is locally well-posed in $H^{s+\frac 12}(\mathbb{R})\times H^{s}(\mathbb{R})$ for any $s\geq 0$. In particular, this result covers the energy space at $s=\frac 12$, yielding global well-posedness in $H^{1}(\mathbb{R})\times H^{\frac 12}(\mathbb{R})$ with a small $L^2$-assumption on the Schrödinger part of the initial data.",spaCy MathEntRuler entity,http://cll.niimm.ksu.ru/ontologies/mathematics#E1318,Multiplication,general-mathematics,https://arxiv.org/pdf/2606.19250v1,metadata_abstract,537,543
21,R,29,2606.19250v1,math.AP,title_abstract,R,"This latter term, just as in the case of the Benjamin-Ono equation, causes the system to become quasilinear and unsolvable via Picard iteration. We prove that eSBO is locally well-posed in $H^{s+\frac 12}(\mathbb{R})\times H^{s}(\mathbb{R})$ for any $s\geq 0$. In particular, this result covers the energy space at $s=\frac 12$, yielding global well-posedness in $H^{1}(\mathbb{R})\times H^{\frac 12}(\mathbb{R})$ with a small $L^2$-assumption on the Schrödinger part of the initial data.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.19250v1,metadata_abstract,558,559
37,\geq,19,2606.19250v1,math.AP,title_abstract,\geq,"This latter term, just as in the case of the Benjamin-Ono equation, causes the system to become quasilinear and unsolvable via Picard iteration. We prove that eSBO is locally well-posed in $H^{s+\frac 12}(\mathbb{R})\times H^{s}(\mathbb{R})$ for any $s\geq 0$. In particular, this result covers the energy space at $s=\frac 12$, yielding global well-posedness in $H^{1}(\mathbb{R})\times H^{\frac 12}(\mathbb{R})$ with a small $L^2$-assumption on the Schrödinger part of the initial data.",spaCy MathEntRuler entity,http://cll.niimm.ksu.ru/ontologies/mathematics#E1202,Inequality,logic,https://arxiv.org/pdf/2606.19250v1,metadata_abstract,573,577
17,\frac,32,2606.19250v1,math.AP,title_abstract,\frac,"This latter term, just as in the case of the Benjamin-Ono equation, causes the system to become quasilinear and unsolvable via Picard iteration. We prove that eSBO is locally well-posed in $H^{s+\frac 12}(\mathbb{R})\times H^{s}(\mathbb{R})$ for any $s\geq 0$. In particular, this result covers the energy space at $s=\frac 12$, yielding global well-posedness in $H^{1}(\mathbb{R})\times H^{\frac 12}(\mathbb{R})$ with a small $L^2$-assumption on the Schrödinger part of the initial data.",spaCy MathEntRuler entity,http://example.org/mathkg/Division,Division,general-mathematics,https://arxiv.org/pdf/2606.19250v1,metadata_abstract,639,644
47,\times,15,2606.19250v1,math.AP,title_abstract,\times,"We prove that eSBO is locally well-posed in $H^{s+\frac 12}(\mathbb{R})\times H^{s}(\mathbb{R})$ for any $s\geq 0$. In particular, this result covers the energy space at $s=\frac 12$, yielding global well-posedness in $H^{1}(\mathbb{R})\times H^{\frac 12}(\mathbb{R})$ with a small $L^2$-assumption on the Schrödinger part of the initial data.",spaCy MathEntRuler entity,http://cll.niimm.ksu.ru/ontologies/mathematics#E1318,Multiplication,general-mathematics,https://arxiv.org/pdf/2606.19250v1,metadata_abstract,702,708
17,\frac,32,2606.19250v1,math.AP,title_abstract,\frac,"We prove that eSBO is locally well-posed in $H^{s+\frac 12}(\mathbb{R})\times H^{s}(\mathbb{R})$ for any $s\geq 0$. In particular, this result covers the energy space at $s=\frac 12$, yielding global well-posedness in $H^{1}(\mathbb{R})\times H^{\frac 12}(\mathbb{R})$ with a small $L^2$-assumption on the Schrödinger part of the initial data.",spaCy MathEntRuler entity,http://example.org/mathkg/Division,Division,general-mathematics,https://arxiv.org/pdf/2606.19250v1,metadata_abstract,712,717
21,R,29,2606.19250v1,math.AP,title_abstract,R,"We prove that eSBO is locally well-posed in $H^{s+\frac 12}(\mathbb{R})\times H^{s}(\mathbb{R})$ for any $s\geq 0$. In particular, this result covers the energy space at $s=\frac 12$, yielding global well-posedness in $H^{1}(\mathbb{R})\times H^{\frac 12}(\mathbb{R})$ with a small $L^2$-assumption on the Schrödinger part of the initial data.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.19250v1,metadata_abstract,730,731
31,L,21,2606.19250v1,math.AP,title_abstract,L,"We prove that eSBO is locally well-posed in $H^{s+\frac 12}(\mathbb{R})\times H^{s}(\mathbb{R})$ for any $s\geq 0$. In particular, this result covers the energy space at $s=\frac 12$, yielding global well-posedness in $H^{1}(\mathbb{R})\times H^{\frac 12}(\mathbb{R})$ with a small $L^2$-assumption on the Schrödinger part of the initial data.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.19250v1,metadata_abstract,749,750
7,p,56,2606.19244v1,math.RA,title_abstract,p,"We then present two natural constructions of such restricted Rota-Baxter structures in prime characteristic: one arising from Rota-Baxter associative algebras of arbitrary weight, and the other from Rota-Baxter Lie algebras of weight $1$. The Rota-Baxter $p$-envelopes of a Rota-Baxter Lie algebra are also examined.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.19244v1,metadata_abstract,792,793
25,m,28,2606.19241v1,math.AG,title_abstract,m,"he Moduli Space of Twisted Exact Differential Forms on Curves in Positive Characteristic After fixing a pattern $\mathbf{m}$ of zeroes and poles, we introduce a Moduli stack $Γ\mathcal{M}_{g,n}^{ex, \mathbf{m}}$ over $\mathbb{F}_p$ that parametrizes smooth marked curves together with a non-zero differential form that is the differential of a meromorphic function.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.19241v1,metadata_abstract,122,123
29,g,22,2606.19241v1,math.AG,title_abstract,g,"he Moduli Space of Twisted Exact Differential Forms on Curves in Positive Characteristic After fixing a pattern $\mathbf{m}$ of zeroes and poles, we introduce a Moduli stack $Γ\mathcal{M}_{g,n}^{ex, \mathbf{m}}$ over $\mathbb{F}_p$ that parametrizes smooth marked curves together with a non-zero differential form that is the differential of a meromorphic function. Furthermore, we consider the stack $\mathcal{M}_{g,n}^{ex, \mathbf{m}}$ that parametrizes those divisors on smooth curves that appear as divisors of exact differential forms.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.19241v1,metadata_abstract,190,191
2,n,108,2606.19241v1,math.AG,title_abstract,n,"he Moduli Space of Twisted Exact Differential Forms on Curves in Positive Characteristic After fixing a pattern $\mathbf{m}$ of zeroes and poles, we introduce a Moduli stack $Γ\mathcal{M}_{g,n}^{ex, \mathbf{m}}$ over $\mathbb{F}_p$ that parametrizes smooth marked curves together with a non-zero differential form that is the differential of a meromorphic function. Furthermore, we consider the stack $\mathcal{M}_{g,n}^{ex, \mathbf{m}}$ that parametrizes those divisors on smooth curves that appear as divisors of exact differential forms.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.19241v1,metadata_abstract,192,193
25,m,28,2606.19241v1,math.AG,title_abstract,m,"he Moduli Space of Twisted Exact Differential Forms on Curves in Positive Characteristic After fixing a pattern $\mathbf{m}$ of zeroes and poles, we introduce a Moduli stack $Γ\mathcal{M}_{g,n}^{ex, \mathbf{m}}$ over $\mathbb{F}_p$ that parametrizes smooth marked curves together with a non-zero differential form that is the differential of a meromorphic function. Furthermore, we consider the stack $\mathcal{M}_{g,n}^{ex, \mathbf{m}}$ that parametrizes those divisors on smooth curves that appear as divisors of exact differential forms.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.19241v1,metadata_abstract,208,209
7,p,56,2606.19241v1,math.AG,title_abstract,p,"he Moduli Space of Twisted Exact Differential Forms on Curves in Positive Characteristic After fixing a pattern $\mathbf{m}$ of zeroes and poles, we introduce a Moduli stack $Γ\mathcal{M}_{g,n}^{ex, \mathbf{m}}$ over $\mathbb{F}_p$ that parametrizes smooth marked curves together with a non-zero differential form that is the differential of a meromorphic function. Furthermore, we consider the stack $\mathcal{M}_{g,n}^{ex, \mathbf{m}}$ that parametrizes those divisors on smooth curves that appear as divisors of exact differential forms.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.19241v1,metadata_abstract,230,231
29,g,22,2606.19241v1,math.AG,title_abstract,g,"he Moduli Space of Twisted Exact Differential Forms on Curves in Positive Characteristic After fixing a pattern $\mathbf{m}$ of zeroes and poles, we introduce a Moduli stack $Γ\mathcal{M}_{g,n}^{ex, \mathbf{m}}$ over $\mathbb{F}_p$ that parametrizes smooth marked curves together with a non-zero differential form that is the differential of a meromorphic function. Furthermore, we consider the stack $\mathcal{M}_{g,n}^{ex, \mathbf{m}}$ that parametrizes those divisors on smooth curves that appear as divisors of exact differential forms. By introducing a local-global principle for first order deformations of the objects that we consider, we show smoothness of these stacks and compute their dimension.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.19241v1,metadata_abstract,416,417
2,n,108,2606.19241v1,math.AG,title_abstract,n,"he Moduli Space of Twisted Exact Differential Forms on Curves in Positive Characteristic After fixing a pattern $\mathbf{m}$ of zeroes and poles, we introduce a Moduli stack $Γ\mathcal{M}_{g,n}^{ex, \mathbf{m}}$ over $\mathbb{F}_p$ that parametrizes smooth marked curves together with a non-zero differential form that is the differential of a meromorphic function. Furthermore, we consider the stack $\mathcal{M}_{g,n}^{ex, \mathbf{m}}$ that parametrizes those divisors on smooth curves that appear as divisors of exact differential forms. By introducing a local-global principle for first order deformations of the objects that we consider, we show smoothness of these stacks and compute their dimension.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.19241v1,metadata_abstract,418,419
25,m,28,2606.19241v1,math.AG,title_abstract,m,"he Moduli Space of Twisted Exact Differential Forms on Curves in Positive Characteristic After fixing a pattern $\mathbf{m}$ of zeroes and poles, we introduce a Moduli stack $Γ\mathcal{M}_{g,n}^{ex, \mathbf{m}}$ over $\mathbb{F}_p$ that parametrizes smooth marked curves together with a non-zero differential form that is the differential of a meromorphic function. Furthermore, we consider the stack $\mathcal{M}_{g,n}^{ex, \mathbf{m}}$ that parametrizes those divisors on smooth curves that appear as divisors of exact differential forms. By introducing a local-global principle for first order deformations of the objects that we consider, we show smoothness of these stacks and compute their dimension.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.19241v1,metadata_abstract,434,435
2,n,108,2606.19234v1,math.QA; math.CO; math.RT,title_abstract,n,lassical freeness of $\widehat{\mathfrak{sl}}_n$ at level $1$ via combinatorics We use a family of Rogers--Ramanujan-type combinatorial identities of Dousse--Konan involving coloured partitions to prove classical freeness of the simple vertex operator algebras based on $\widehat{\mathfrak{sl}}_n$ at level $1$.,spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.19234v1,metadata_abstract,47,48
2,n,108,2606.19234v1,math.QA; math.CO; math.RT,title_abstract,n,lassical freeness of $\widehat{\mathfrak{sl}}_n$ at level $1$ via combinatorics We use a family of Rogers--Ramanujan-type combinatorial identities of Dousse--Konan involving coloured partitions to prove classical freeness of the simple vertex operator algebras based on $\widehat{\mathfrak{sl}}_n$ at level $1$. These identities are used to produce Gröbner bases for the relevant arc algebras.,spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.19234v1,metadata_abstract,296,297
